Timestamp,Relative_Time,Raw_Value,Angle,Velocity
1782874338.362193,16.5044,565,49.66,0.60
1782874338.412329,16.5546,565,49.66,0.00
1782874338.4622958,16.6045,565,49.66,0.00
1782874338.5128255,16.6551,564,49.57,-0.60
1782874338.5623417,16.7046,565,49.66,0.00
1782874338.6121058,16.7544,565,49.66,0.00
1782874338.662288,16.8045,565,49.66,0.60
1782874338.712351,16.8546,565,49.66,0.00
1782874338.7624636,16.9047,565,49.66,0.00
1782874338.8120432,16.9543,565,49.66,0.00
1782874338.8623624,17.0046,565,49.66,0.00
1782874338.91246,17.0547,565,49.66,0.00
1782874338.9625833,17.1048,565,49.66,0.00
1782874339.0120893,17.1543,564,49.57,-0.60
