Time,L1,L2,L3,L4,L5,L6,L7,L8,L9,L10,L11,L12,L13,L14,L15,L16,L17,L18,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R16,R17,R18
2026-06-30 15:39:18.051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-06-30 15:39:18.060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-06-30 15:39:18.159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-06-30 15:39:18.164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-06-30 15:39:18.170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-06-30 15:39:18.267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-06-30 15:39:18.274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-06-30 15:39:18.371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-06-30 15:39:18.379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-06-30 15:39:18.478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-06-30 15:39:18.489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-06-30 15:39:18.493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-06-30 15:39:18.591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-06-30 15:39:18.598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-06-30 15:39:18.699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-06-30 15:39:18.713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3432,0,0,0,0,0,4963,0,0,0,258,0,0,0,0,0
2026-06-30 15:39:18.808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-06-30 15:39:18.814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,8639,0,0,0,1709,0,12554,0,0,0,2741,0,0,0,0,0
2026-06-30 15:39:18.914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,203,0,9311,0,0,0,2094,0,14745,197,0,0,3606,0,0,0,0,0
2026-06-30 15:39:18.919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9228,0,0,0,2226,0,16337,1033,0,0,4475,0,0,0,253,0
2026-06-30 15:39:19.021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-06-30 15:39:19.030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8783,0,0,0,2020,0,16741,1339,0,0,4564,0,0,0,518,0
2026-06-30 15:39:19.128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-06-30 15:39:19.136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7077,0,0,0,1441,0,15956,1863,0,0,4906,0,0,0,1218,0
2026-06-30 15:39:19.140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6903,0,0,0,949,0,16253,2067,0,0,4923,0,0,117,1494,0
2026-06-30 15:39:19.233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-06-30 15:39:19.236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6812,0,0,0,0,0,17097,2365,0,0,3977,0,0,141,1266,0
2026-06-30 15:39:19.340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6743,0,0,0,0,0,17258,2354,0,0,3628,0,0,168,1085,0
2026-06-30 15:39:19.351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6976,0,0,0,0,0,17561,2354,0,0,3277,0,0,149,994,0
2026-06-30 15:39:19.444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-06-30 15:39:19.449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7460,0,0,0,0,0,17552,2395,0,0,3643,0,0,89,968,0
2026-06-30 15:39:19.551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7735,0,0,0,0,0,17647,2430,0,0,3811,0,0,51,950,0
2026-06-30 15:39:19.556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7908,0,0,0,38,0,17704,2384,0,0,3750,0,0,0,822,0
2026-06-30 15:39:19.658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-06-30 15:39:19.666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8023,0,0,0,44,0,17736,2316,0,0,3697,0,0,0,728,0
2026-06-30 15:39:19.772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-06-30 15:39:19.781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8380,0,0,0,184,0,17704,2251,0,0,3793,0,0,0,724,0
2026-06-30 15:39:19.788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8380,0,0,0,184,0,17704,2251,0,0,3793,0,0,0,724,0
2026-06-30 15:39:19.881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-06-30 15:39:19.889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8044,0,0,0,389,0,16242,1850,0,0,3776,0,0,0,637,0
2026-06-30 15:39:19.988,0,0,4310,0,0,0,954,0,0,0,0,0,2695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-06-30 15:39:19.996,0,0,4310,0,0,0,954,0,0,0,0,0,2695,0,0,0,0,0,0,0,5978,0,0,0,654,0,11705,574,0,0,3224,0,0,0,102,0
2026-06-30 15:39:19.997,0,0,5602,0,0,0,1793,0,0,0,0,0,3884,0,0,0,136,0,0,0,5978,0,0,0,654,0,11705,574,0,0,3224,0,0,0,102,0
2026-06-30 15:39:20.097,0,0,6527,54,0,0,2074,0,0,0,0,0,4393,0,0,0,370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-06-30 15:39:20.104,0,0,6527,54,0,0,2074,0,0,0,0,0,4393,0,0,0,370,0,0,0,3809,0,0,0,403,0,8044,0,0,0,2583,0,0,0,0,0
2026-06-30 15:39:20.204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2925,0,0,0,327,0,6808,0,0,0,2575,0,0,0,0,0
2026-06-30 15:39:20.210,0,0,7574,528,0,0,2259,0,0,0,0,0,5168,0,0,0,678,0,0,0,2925,0,0,0,327,0,6808,0,0,0,2575,0,0,0,0,0
2026-06-30 15:39:20.211,0,0,7574,528,0,0,2259,0,0,0,0,0,5168,0,0,0,678,0,0,0,2977,0,0,0,365,0,6999,0,0,0,2647,0,0,0,25,0
2026-06-30 15:39:20.314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4398,0,0,0,794,0,9043,12,0,0,3281,0,0,0,281,0
2026-06-30 15:39:20.420,0,0,6199,0,0,0,813,0,0,0,0,0,3277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-06-30 15:39:20.431,0,0,6199,0,0,0,813,0,0,0,0,0,3277,0,0,0,0,0,0,0,4879,0,0,0,1171,0,9867,305,0,0,3701,0,0,0,383,0
2026-06-30 15:39:20.436,0,0,5424,0,0,0,536,0,0,0,0,0,2633,0,0,0,0,0,0,0,5521,0,0,0,1444,0,10762,500,0,0,4149,0,0,0,471,0
2026-06-30 15:39:20.529,0,0,4467,0,0,0,213,0,0,0,0,0,2159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-06-30 15:39:20.535,0,0,4467,0,0,0,213,0,0,0,0,0,2159,0,0,0,0,0,0,0,7320,0,0,0,1752,0,12486,766,0,0,4394,0,0,0,463,0
2026-06-30 15:39:20.536,0,0,3639,0,0,0,14,0,0,0,0,0,1581,0,0,0,0,0,0,0,7320,0,0,0,1752,0,12486,766,0,0,4394,0,0,0,463,0
2026-06-30 15:39:20.636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8160,0,0,0,1889,0,13053,763,0,0,4464,0,0,0,444,0
2026-06-30 15:39:20.647,0,0,3651,0,0,0,0,0,0,0,0,0,1409,0,0,0,0,0,0,0,8160,0,0,0,1889,0,13053,763,0,0,4464,0,0,0,444,0
2026-06-30 15:39:20.746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7938,0,0,0,1731,0,12643,776,0,0,4470,0,0,0,602,0
2026-06-30 15:39:20.754,0,0,4648,0,0,0,0,0,0,0,0,0,1773,0,0,0,0,0,0,0,7938,0,0,0,1731,0,12643,776,0,0,4470,0,0,0,602,0
2026-06-30 15:39:20.759,0,0,4648,0,0,0,0,0,0,0,0,0,1773,0,0,0,0,0,0,0,7449,0,0,0,1607,0,12150,700,0,0,4419,0,0,0,606,0
2026-06-30 15:39:20.854,0,0,4876,0,0,0,0,0,0,0,0,0,1715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-06-30 15:39:20.865,0,0,4876,0,0,0,0,0,0,0,0,0,1715,0,0,0,0,0,0,0,7148,0,0,0,1488,0,12006,768,0,0,4407,0,0,0,613,0
2026-06-30 15:39:20.964,0,0,5356,0,0,0,0,0,0,0,0,0,1556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-06-30 15:39:20.975,0,0,5356,0,0,0,0,0,0,0,0,0,1556,0,0,0,0,0,0,0,7685,0,0,0,281,0,13021,866,0,0,3330,0,0,0,454,0
2026-06-30 15:39:21.075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8079,0,0,0,0,0,13898,739,0,0,2085,0,0,0,104,0
2026-06-30 15:39:21.081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7985,0,0,0,0,0,13840,813,0,0,2040,0,0,0,104,0
2026-06-30 15:39:21.183,0,0,6699,0,0,0,0,0,0,0,0,0,521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-06-30 15:39:21.189,0,0,6699,0,0,0,0,0,0,0,0,0,521,0,0,0,0,0,0,0,8094,0,0,0,0,0,13725,760,0,0,2043,0,0,0,130,0
2026-06-30 15:39:21.191,0,0,7144,0,0,0,0,0,0,0,0,0,643,0,0,0,0,0,0,0,8094,0,0,0,0,0,13725,760,0,0,2043,0,0,0,130,0
2026-06-30 15:39:21.292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8020,0,0,0,0,0,13349,578,0,0,2040,0,0,0,78,0
2026-06-30 15:39:21.298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7612,0,0,0,0,0,12482,352,0,0,1973,0,0,0,0,0
2026-06-30 15:39:21.299,0,0,7418,0,0,0,0,0,0,0,0,0,847,0,0,0,0,0,0,0,7612,0,0,0,0,0,12482,352,0,0,1973,0,0,0,0,0
2026-06-30 15:39:21.301,0,0,7418,0,0,0,0,0,0,0,0,0,847,0,0,0,0,0,0,0,7119,0,0,0,0,0,11381,142,0,0,2024,0,0,0,0,0
2026-06-30 15:39:21.399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6304,0,0,0,0,0,9872,0,0,0,1753,0,0,0,0,0
2026-06-30 15:39:21.405,0,0,8891,0,0,0,740,0,0,0,0,0,1745,0,0,0,0,0,0,0,6304,0,0,0,0,0,9872,0,0,0,1753,0,0,0,0,0
2026-06-30 15:39:21.505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5644,0,0,0,714,0,8376,0,0,0,2821,0,0,0,0,0
2026-06-30 15:39:21.513,0,0,6940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5644,0,0,0,714,0,8376,0,0,0,2821,0,0,0,0,0
2026-06-30 15:39:21.613,0,0,5939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-06-30 15:39:21.621,0,0,5939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5538,0,0,0,1409,0,8725,121,0,0,4278,0,0,0,661,0
2026-06-30 15:39:21.722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6514,0,0,0,1693,0,10634,674,0,0,4833,0,0,0,895,0
2026-06-30 15:39:21.733,0,0,5054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6514,0,0,0,1693,0,10634,674,0,0,4833,0,0,0,895,0
2026-06-30 15:39:21.835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7933,0,0,0,1596,0,13448,983,0,0,4667,0,0,0,859,0
2026-06-30 15:39:21.944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7885,0,0,0,1548,0,13427,975,0,0,4561,0,0,0,831,0
2026-06-30 15:39:21.953,0,0,4359,0,0,0,0,0,0,0,0,0,868,0,0,0,0,0,0,0,7885,0,0,0,1548,0,13427,975,0,0,4561,0,0,0,831,0
2026-06-30 15:39:22.053,0,0,4559,0,0,0,348,0,0,0,0,0,1358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-06-30 15:39:22.062,0,0,4559,0,0,0,348,0,0,0,0,0,1358,0,0,0,0,0,0,0,6532,0,0,0,1559,0,11929,785,0,0,4514,0,0,0,802,0
2026-06-30 15:39:22.068,0,0,4559,0,0,0,348,0,0,0,0,0,1358,0,0,0,0,0,0,0,5980,0,0,0,1474,0,11157,636,0,0,4426,0,0,0,796,0
2026-06-30 15:39:22.161,0,0,5496,0,0,0,1337,0,0,0,0,0,2662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-06-30 15:39:22.168,0,0,5496,0,0,0,1337,0,0,0,0,0,2662,0,0,0,0,0,0,0,4037,0,0,0,822,0,8904,68,0,0,3849,0,0,0,650,0
2026-06-30 15:39:22.171,0,0,5934,0,0,0,1661,0,0,0,0,0,3112,0,0,0,0,0,0,0,4037,0,0,0,822,0,8904,68,0,0,3849,0,0,0,650,0
2026-06-30 15:39:22.273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2580,0,0,0,478,0,6765,0,0,0,2696,0,0,0,171,0
2026-06-30 15:39:22.284,0,0,7691,174,0,0,2671,0,0,0,0,0,4595,0,0,0,286,0,0,0,2580,0,0,0,478,0,6765,0,0,0,2696,0,0,0,171,0
2026-06-30 15:39:22.380,0,0,8104,406,0,0,2940,0,0,0,0,0,5079,0,0,0,504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-06-30 15:39:22.389,0,0,8104,406,0,0,2940,0,0,0,0,0,5079,0,0,0,504,0,0,0,2457,0,0,0,410,0,5741,0,0,0,2299,0,0,0,0,0
2026-06-30 15:39:22.489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2347,0,0,0,387,0,5475,0,0,0,2471,0,0,0,0,0
2026-06-30 15:39:22.498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2564,0,0,0,259,0,5445,0,0,0,2576,0,0,0,65,0
2026-06-30 15:39:22.595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3207,0,0,0,422,0,6041,0,0,0,2927,0,0,0,190,0
2026-06-30 15:39:22.601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3392,0,0,0,545,0,6331,0,0,0,3089,0,0,0,250,0
2026-06-30 15:39:22.703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3651,0,0,0,686,0,6679,0,0,0,3447,0,0,0,395,0
2026-06-30 15:39:22.711,0,0,7274,0,0,0,2574,0,0,0,0,0,4482,0,0,0,222,0,0,0,3651,0,0,0,686,0,6679,0,0,0,3447,0,0,0,395,0
2026-06-30 15:39:22.811,0,0,7045,0,0,0,2537,0,0,0,0,0,4420,0,0,0,199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-06-30 15:39:22.817,0,0,7045,0,0,0,2537,0,0,0,0,0,4420,0,0,0,199,0,0,0,4096,0,0,0,1072,0,7351,0,0,0,3878,0,0,0,540,0
2026-06-30 15:39:22.918,0,0,6837,0,0,0,2438,0,0,0,0,0,4329,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-06-30 15:39:22.925,0,0,6837,0,0,0,2438,0,0,0,0,0,4329,0,0,0,80,0,0,0,4523,0,0,0,1187,0,7941,0,0,0,4156,0,0,0,712,0
2026-06-30 15:39:22.931,0,0,6792,0,0,0,2435,0,0,0,0,0,4188,0,0,0,56,0,0,0,4523,0,0,0,1187,0,7941,0,0,0,4156,0,0,0,712,0
2026-06-30 15:39:23.027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4588,0,0,0,1281,0,8016,0,0,0,4197,0,0,0,756,0
2026-06-30 15:39:23.032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4537,0,0,0,1188,0,8078,0,0,0,4260,0,0,0,726,0
2026-06-30 15:39:23.133,0,0,6603,0,0,0,2431,0,0,0,0,0,4049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-06-30 15:39:23.140,0,0,6603,0,0,0,2431,0,0,0,0,0,4049,0,0,0,0,0,0,0,4602,0,0,0,1154,0,8176,0,0,0,4118,0,0,0,726,0
2026-06-30 15:39:23.239,0,0,6598,0,0,0,2200,0,0,0,0,0,3912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-06-30 15:39:23.245,0,0,6598,0,0,0,2200,0,0,0,0,0,3912,0,0,0,0,0,0,0,4646,0,0,0,1128,0,8277,0,0,0,4232,0,0,0,629,0
2026-06-30 15:39:23.246,0,0,6598,0,0,0,2200,0,0,0,0,0,3912,0,0,0,0,0,0,0,4738,0,0,0,1174,0,8366,0,0,0,4169,0,0,0,649,0
2026-06-30 15:39:23.249,0,0,6598,0,0,0,2200,0,0,0,0,0,3912,0,0,0,0,0,0,0,4842,0,0,0,1244,0,8446,0,0,0,4212,0,0,0,626,0
2026-06-30 15:39:23.347,0,0,6574,0,0,0,2155,0,0,0,0,0,3838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-06-30 15:39:23.358,0,0,6574,0,0,0,2155,0,0,0,0,0,3838,0,0,0,0,0,0,0,4907,0,0,0,1356,0,8527,0,0,0,4282,0,0,0,635,0
2026-06-30 15:39:23.454,0,0,6518,0,0,0,2108,0,0,0,0,0,3878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-06-30 15:39:23.459,0,0,6518,0,0,0,2108,0,0,0,0,0,3878,0,0,0,0,0,0,0,4947,0,0,0,1425,0,8593,0,0,0,4248,0,0,0,645,0
2026-06-30 15:39:23.460,0,0,6528,0,0,0,2081,0,0,0,0,0,3859,0,0,0,0,0,0,0,4996,0,0,0,1364,0,8640,0,0,0,4203,0,0,0,620,0
2026-06-30 15:39:23.559,0,0,6588,0,0,0,2085,0,0,0,0,0,3833,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-06-30 15:39:23.563,0,0,6588,0,0,0,2085,0,0,0,0,0,3833,0,0,0,12,0,0,0,4997,0,0,0,1322,0,8650,0,0,0,4146,0,0,0,595,0
2026-06-30 15:39:23.666,0,0,6734,0,0,0,2074,0,0,0,0,0,3781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-06-30 15:39:23.673,0,0,6734,0,0,0,2074,0,0,0,0,0,3781,0,0,0,0,0,0,0,4984,0,0,0,1164,0,8680,0,0,0,3932,0,0,0,509,0
2026-06-30 15:39:23.675,0,0,6798,0,0,0,2106,0,0,0,0,0,3781,0,0,0,0,0,0,0,4984,0,0,0,1164,0,8680,0,0,0,3932,0,0,0,509,0
2026-06-30 15:39:23.774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5002,0,0,0,1076,0,8683,0,0,0,3885,0,0,0,486,0
2026-06-30 15:39:23.780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5040,0,0,0,1077,0,8694,0,0,0,3905,0,0,0,476,0
2026-06-30 15:39:23.882,0,0,6845,0,0,0,2162,0,0,0,0,0,3791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-06-30 15:39:23.891,0,0,6845,0,0,0,2162,0,0,0,0,0,3791,0,0,0,0,0,0,0,5066,0,0,0,1156,0,8686,0,0,0,3887,0,0,0,474,0
2026-06-30 15:39:23.897,0,0,6841,0,0,0,2153,0,0,0,0,0,3767,0,0,0,0,0,0,0,5068,0,0,0,1157,0,8655,0,0,0,3899,0,0,0,428,0
2026-06-30 15:39:23.992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5090,0,0,0,1108,0,8690,0,0,0,3944,0,0,0,462,0
2026-06-30 15:39:23.999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5101,0,0,0,1162,0,8695,0,0,0,4036,0,0,0,474,0
2026-06-30 15:39:24.103,0,0,6852,0,0,0,2068,0,0,0,0,0,3749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-06-30 15:39:24.112,0,0,6852,0,0,0,2068,0,0,0,0,0,3749,0,0,0,0,0,0,0,5014,0,0,0,1233,0,8596,0,0,0,4103,0,0,0,547,0
2026-06-30 15:39:24.113,0,0,6899,0,0,0,2156,0,0,0,0,0,3777,0,0,0,0,0,0,0,4976,0,0,0,1268,0,8484,0,0,0,4155,0,0,0,608,0
2026-06-30 15:39:24.210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4905,0,0,0,1343,0,8415,0,0,0,4210,0,0,0,622,0
2026-06-30 15:39:24.219,0,0,6895,0,0,0,2187,0,0,0,0,0,3756,0,0,0,0,0,0,0,4905,0,0,0,1343,0,8415,0,0,0,4210,0,0,0,622,0
2026-06-30 15:39:24.224,0,0,6875,0,0,0,2228,0,0,0,0,0,3744,0,0,0,0,0,0,0,4851,0,0,0,1365,0,8374,0,0,0,4278,0,0,0,622,0
2026-06-30 15:39:24.318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4799,0,0,0,1387,0,8329,0,0,0,4330,0,0,0,610,0
2026-06-30 15:39:24.325,0,0,6903,0,0,0,2249,0,0,0,0,0,3783,0,0,0,0,0,0,0,4799,0,0,0,1387,0,8329,0,0,0,4330,0,0,0,610,0
2026-06-30 15:39:24.425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4769,0,0,0,1463,0,8211,0,0,0,4506,0,0,0,673,0
2026-06-30 15:39:24.429,0,0,6868,0,0,0,2270,0,0,0,0,0,3784,0,0,0,0,0,0,0,4769,0,0,0,1463,0,8211,0,0,0,4506,0,0,0,673,0
2026-06-30 15:39:24.532,0,0,6843,0,0,0,2251,0,0,0,0,0,3727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-06-30 15:39:24.542,0,0,6843,0,0,0,2251,0,0,0,0,0,3727,0,0,0,0,0,0,0,4796,0,0,0,1374,0,8304,0,0,0,4472,0,0,0,730,0
2026-06-30 15:39:24.545,0,0,6814,0,0,0,2224,0,0,0,0,0,3689,0,0,0,0,0,0,0,4833,0,0,0,1349,0,8331,0,0,0,4486,0,0,0,756,0
2026-06-30 15:39:24.638,0,0,6830,0,0,0,2251,0,0,0,0,0,3716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-06-30 15:39:24.645,0,0,6830,0,0,0,2251,0,0,0,0,0,3716,0,0,0,0,0,0,0,4871,0,0,0,1393,0,8339,0,0,0,4490,0,0,0,723,0
2026-06-30 15:39:24.745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4894,0,0,0,1447,0,8383,0,0,0,4479,0,0,0,758,0
2026-06-30 15:39:24.752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4911,0,0,0,1462,0,8404,0,0,0,4497,0,0,0,747,0
2026-06-30 15:39:24.853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4940,0,0,0,1452,0,8436,0,0,0,4537,0,0,0,712,0
2026-06-30 15:39:24.863,0,0,6666,0,0,0,2156,0,0,0,0,0,3571,0,0,0,0,0,0,0,4940,0,0,0,1452,0,8436,0,0,0,4537,0,0,0,712,0
2026-06-30 15:39:24.962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4992,0,0,0,1509,0,8507,23,0,0,4532,0,0,0,745,0
2026-06-30 15:39:24.971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5014,0,0,0,1459,0,8527,21,0,0,4487,0,0,0,721,0
2026-06-30 15:39:25.071,0,0,6664,0,0,0,2187,0,0,0,0,0,3587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
