Timestamp,IMU1_Roll,IMU1_Pitch,IMU1_Yaw,IMU1_AccX,IMU1_AccY,IMU1_AccZ,IMU1_GyroX,IMU1_GyroY,IMU1_GyroZ,IMU2_Roll,IMU2_Pitch,IMU2_Yaw,IMU2_AccX,IMU2_AccY,IMU2_AccZ,IMU2_GyroX,IMU2_GyroY,IMU2_GyroZ
1782855273.3569736,1.52,1.16,-67.87,-0.19,0.26,9.77,0.08,0.34,0.08,-0.5,-0.35,-48.21,0.05,-0.08,9.8,0.12,-0.21,-0.12
1782855273.4309614,1.52,1.16,-67.87,-0.19,0.26,9.76,0.08,0.39,0.14,-0.5,-0.35,-48.22,0.05,-0.08,9.8,0.1,-0.17,-0.12
1782855273.505247,1.52,1.16,-67.88,-0.19,0.26,9.77,0.1,0.37,0.14,-0.5,-0.35,-48.22,0.05,-0.07,9.8,0.11,-0.21,-0.14
1782855273.578875,1.52,1.16,-67.88,-0.19,0.27,9.76,0.07,0.38,0.11,-0.5,-0.35,-48.22,0.06,-0.08,9.8,0.08,-0.19,-0.11
1782855273.652983,1.52,1.16,-67.89,-0.19,0.27,9.77,0.07,0.35,0.12,-0.5,-0.35,-48.22,0.06,-0.08,9.79,0.09,-0.18,-0.12
1782855273.7268875,1.52,1.16,-67.89,-0.19,0.26,9.77,0.06,0.38,0.16,-0.5,-0.35,-48.22,0.06,-0.08,9.79,0.07,-0.19,-0.11
1782855273.8008313,1.52,1.16,-67.9,-0.19,0.26,9.77,0.07,0.37,0.13,-0.5,-0.35,-48.22,0.05,-0.07,9.79,0.1,-0.17,-0.14
1782855273.874914,1.52,1.15,-67.9,-0.19,0.26,9.77,0.08,0.36,0.12,-0.5,-0.35,-48.22,0.06,-0.07,9.8,0.09,-0.2,-0.14
1782855273.9488978,1.52,1.16,-67.91,-0.19,0.26,9.77,0.07,0.37,0.13,-0.5,-0.35,-48.23,0.05,-0.08,9.8,0.07,-0.18,-0.11
1782855274.0229445,1.52,1.15,-67.91,-0.19,0.26,9.77,0.07,0.36,0.15,-0.5,-0.35,-48.23,0.06,-0.08,9.79,0.12,-0.15,-0.14
1782855274.097252,1.52,1.16,-67.92,-0.19,0.26,9.77,0.05,0.36,0.15,-0.5,-0.35,-48.23,0.05,-0.08,9.8,0.08,-0.19,-0.12
1782855274.1712365,1.52,1.16,-67.93,-0.19,0.26,9.77,0.08,0.37,0.12,-0.5,-0.35,-48.23,0.06,-0.07,9.78,0.07,-0.19,-0.13
1782855274.2448976,1.52,1.16,-67.93,-0.18,0.26,9.77,0.1,0.36,0.11,-0.5,-0.35,-48.23,0.06,-0.08,9.79,0.12,-0.19,-0.12
1782855274.3192766,1.52,1.15,-67.93,-0.19,0.26,9.77,0.07,0.37,0.14,-0.5,-0.35,-48.23,0.05,-0.08,9.79,0.09,-0.18,-0.14
1782855274.3933597,1.52,1.16,-67.94,-0.19,0.26,9.77,0.07,0.39,0.12,-0.5,-0.35,-48.23,0.06,-0.07,9.79,0.08,-0.16,-0.14
1782855274.467242,1.52,1.16,-67.95,-0.19,0.27,9.77,0.07,0.36,0.15,-0.5,-0.35,-48.24,0.05,-0.07,9.79,0.11,-0.18,-0.15
1782855274.5410023,1.52,1.16,-67.95,-0.19,0.26,9.77,0.08,0.34,0.15,-0.5,-0.35,-48.24,0.06,-0.08,9.79,0.08,-0.17,-0.13
1782855274.6149323,1.52,1.16,-67.96,-0.19,0.26,9.77,0.07,0.34,0.12,-0.5,-0.35,-48.24,0.06,-0.08,9.8,0.12,-0.18,-0.11
1782855274.6889465,1.52,1.15,-67.96,-0.19,0.26,9.77,0.07,0.38,0.09,-0.5,-0.35,-48.24,0.06,-0.08,9.8,0.09,-0.21,-0.16
1782855274.7629185,1.52,1.15,-67.97,-0.19,0.26,9.77,0.06,0.35,0.13,-0.5,-0.35,-48.24,0.06,-0.08,9.79,0.12,-0.18,-0.15
1782855274.836953,1.52,1.15,-67.97,-0.19,0.26,9.77,0.07,0.35,0.12,-0.5,-0.35,-48.24,0.05,-0.07,9.8,0.09,-0.15,-0.13
1782855274.9108963,1.52,1.15,-67.98,-0.19,0.26,9.77,0.06,0.35,0.15,-0.5,-0.35,-48.24,0.05,-0.08,9.8,0.1,-0.16,-0.13
1782855274.9849007,1.52,1.15,-67.98,-0.19,0.26,9.77,0.09,0.39,0.13,-0.5,-0.35,-48.24,0.05,-0.07,9.79,0.08,-0.18,-0.15
1782855275.0594435,1.52,1.15,-67.99,-0.19,0.26,9.76,0.07,0.35,0.14,-0.5,-0.35,-48.25,0.06,-0.08,9.8,0.08,-0.2,-0.16
1782855275.1328745,1.52,1.15,-67.99,-0.19,0.26,9.76,0.04,0.34,0.14,-0.5,-0.35,-48.25,0.05,-0.08,9.79,0.1,-0.17,-0.13
1782855275.2075074,1.52,1.15,-68.0,-0.19,0.26,9.77,0.08,0.36,0.13,-0.5,-0.35,-48.25,0.05,-0.08,9.8,0.1,-0.18,-0.1
1782855275.2810295,1.52,1.15,-68.0,-0.19,0.26,9.77,0.07,0.37,0.12,-0.5,-0.35,-48.25,0.05,-0.08,9.8,0.09,-0.19,-0.11
1782855275.3549557,1.52,1.15,-68.01,-0.19,0.26,9.77,0.07,0.36,0.15,-0.49,-0.35,-48.25,0.05,-0.08,9.79,0.07,-0.2,-0.14
1782855275.42891,1.52,1.15,-68.01,-0.19,0.26,9.77,0.07,0.38,0.13,-0.49,-0.35,-48.25,0.06,-0.08,9.79,0.13,-0.17,-0.12
1782855275.5033042,1.52,1.15,-68.02,-0.19,0.26,9.77,0.07,0.36,0.14,-0.49,-0.35,-48.25,0.05,-0.08,9.79,0.1,-0.17,-0.11
1782855275.5769622,1.52,1.15,-68.02,-0.2,0.26,9.77,0.05,0.35,0.15,-0.49,-0.35,-48.25,0.06,-0.08,9.79,0.09,-0.18,-0.14
1782855275.65126,1.52,1.15,-68.03,-0.19,0.25,9.76,0.07,0.36,0.13,-0.49,-0.35,-48.25,0.06,-0.08,9.79,0.09,-0.17,-0.12
1782855275.72484,1.52,1.15,-68.03,-0.18,0.26,9.76,0.07,0.37,0.15,-0.49,-0.35,-48.26,0.04,-0.08,9.79,0.14,-0.18,-0.15
1782855275.7988582,1.52,1.15,-68.04,-0.19,0.26,9.77,0.05,0.36,0.16,-0.49,-0.34,-48.26,0.05,-0.08,9.8,0.09,-0.16,-0.11
1782855275.8732696,1.52,1.15,-68.04,-0.19,0.26,9.77,0.07,0.37,0.15,-0.49,-0.34,-48.26,0.05,-0.07,9.79,0.06,-0.17,-0.13
1782855275.94754,1.52,1.15,-68.05,-0.19,0.26,9.76,0.06,0.35,0.11,-0.49,-0.34,-48.26,0.05,-0.08,9.8,0.11,-0.19,-0.11
1782855276.020949,1.52,1.15,-68.05,-0.19,0.26,9.77,0.09,0.38,0.15,-0.49,-0.34,-48.26,0.05,-0.08,9.8,0.07,-0.19,-0.12
1782855276.0949662,1.52,1.15,-68.06,-0.18,0.26,9.77,0.05,0.38,0.15,-0.49,-0.34,-48.26,0.05,-0.08,9.8,0.12,-0.15,-0.15
1782855276.1689532,1.52,1.15,-68.06,-0.19,0.26,9.76,0.1,0.38,0.1,-0.49,-0.34,-48.26,0.05,-0.08,9.8,0.1,-0.16,-0.15
1782855276.2435608,1.52,1.15,-68.07,-0.18,0.26,9.77,0.09,0.39,0.15,-0.49,-0.34,-48.26,0.06,-0.08,9.8,0.1,-0.19,-0.1
1782855276.316991,1.52,1.15,-68.07,-0.18,0.25,9.77,0.07,0.36,0.14,-0.49,-0.34,-48.26,0.06,-0.08,9.79,0.07,-0.19,-0.11
1782855276.391493,1.52,1.15,-68.08,-0.19,0.26,9.77,0.07,0.36,0.15,-0.49,-0.34,-48.26,0.05,-0.07,9.79,0.09,-0.16,-0.12
1782855276.4649937,1.52,1.15,-68.08,-0.19,0.26,9.77,0.08,0.35,0.1,-0.49,-0.34,-48.26,0.06,-0.08,9.79,0.06,-0.17,-0.11
1782855276.5392678,1.52,1.15,-68.09,-0.18,0.27,9.77,0.1,0.36,0.15,-0.49,-0.34,-48.27,0.05,-0.08,9.79,0.1,-0.18,-0.14
1782855276.612903,1.52,1.15,-68.09,-0.19,0.26,9.77,0.08,0.34,0.11,-0.49,-0.34,-48.27,0.05,-0.07,9.79,0.14,-0.16,-0.11
1782855276.6869788,1.52,1.15,-68.1,-0.19,0.26,9.76,0.04,0.36,0.12,-0.49,-0.34,-48.27,0.06,-0.09,9.8,0.07,-0.18,-0.12
1782855276.7609916,1.52,1.15,-68.1,-0.19,0.25,9.77,0.1,0.34,0.13,-0.49,-0.34,-48.27,0.05,-0.08,9.79,0.07,-0.2,-0.13
1782855276.8349357,1.52,1.15,-68.11,-0.19,0.26,9.77,0.07,0.38,0.13,-0.49,-0.34,-48.27,0.06,-0.08,9.79,0.1,-0.2,-0.13
1782855276.9088664,1.52,1.15,-68.12,-0.19,0.26,9.77,0.05,0.39,0.12,-0.49,-0.34,-48.27,0.05,-0.08,9.8,0.09,-0.18,-0.12
1782855276.983483,1.52,1.15,-68.12,-0.19,0.25,9.76,0.09,0.35,0.13,-0.49,-0.35,-48.27,0.06,-0.07,9.8,0.12,-0.18,-0.14
1782855277.0572953,1.52,1.14,-68.13,-0.19,0.26,9.77,0.11,0.37,0.13,-0.49,-0.35,-48.28,0.06,-0.08,9.79,0.1,-0.17,-0.12
1782855277.1308985,1.52,1.14,-68.13,-0.19,0.26,9.77,0.07,0.37,0.11,-0.49,-0.35,-48.28,0.06,-0.08,9.8,0.1,-0.17,-0.11
1782855277.2049062,1.52,1.14,-68.14,-0.19,0.27,9.77,0.06,0.38,0.13,-0.49,-0.35,-48.28,0.06,-0.08,9.79,0.1,-0.18,-0.13
1782855277.2789977,1.52,1.14,-68.14,-0.19,0.26,9.77,0.06,0.37,0.12,-0.49,-0.35,-48.28,0.06,-0.08,9.8,0.08,-0.18,-0.13
1782855277.3533356,1.52,1.14,-68.15,-0.19,0.25,9.77,0.07,0.34,0.13,-0.49,-0.34,-48.28,0.06,-0.08,9.79,0.11,-0.16,-0.12
1782855277.4272325,1.52,1.14,-68.15,-0.19,0.26,9.77,0.07,0.35,0.12,-0.49,-0.34,-48.28,0.06,-0.08,9.8,0.1,-0.18,-0.1
1782855277.5008986,1.52,1.14,-68.16,-0.19,0.25,9.77,0.08,0.33,0.11,-0.49,-0.34,-48.28,0.05,-0.08,9.8,0.08,-0.19,-0.11
1782855277.5753448,1.52,1.14,-68.16,-0.18,0.27,9.76,0.07,0.37,0.11,-0.49,-0.35,-48.28,0.06,-0.08,9.79,0.07,-0.21,-0.14
1782855277.648983,1.52,1.14,-68.17,-0.19,0.26,9.77,0.08,0.36,0.1,-0.49,-0.35,-48.29,0.05,-0.08,9.8,0.07,-0.2,-0.12
1782855277.7233033,1.52,1.14,-68.17,-0.19,0.26,9.77,0.09,0.39,0.14,-0.49,-0.35,-48.29,0.05,-0.08,9.8,0.07,-0.16,-0.14
1782855277.7968907,1.52,1.14,-68.18,-0.19,0.26,9.77,0.09,0.37,0.13,-0.49,-0.34,-48.29,0.05,-0.09,9.8,0.09,-0.18,-0.14
1782855277.8712833,1.52,1.14,-68.18,-0.19,0.26,9.77,0.06,0.36,0.14,-0.49,-0.34,-48.29,0.05,-0.08,9.8,0.11,-0.17,-0.12
1782855277.9453635,1.52,1.14,-68.19,-0.19,0.26,9.78,0.08,0.35,0.15,-0.49,-0.34,-48.29,0.06,-0.07,9.8,0.08,-0.2,-0.13
1782855278.018943,1.52,1.14,-68.2,-0.2,0.25,9.76,0.09,0.35,0.14,-0.49,-0.35,-48.29,0.06,-0.08,9.8,0.09,-0.19,-0.14
1782855278.093483,1.52,1.14,-68.2,-0.19,0.26,9.77,0.04,0.38,0.11,-0.49,-0.35,-48.29,0.06,-0.07,9.8,0.07,-0.2,-0.15
1782855278.1672294,1.52,1.14,-68.21,-0.19,0.26,9.77,0.09,0.38,0.15,-0.49,-0.34,-48.3,0.05,-0.08,9.79,0.07,-0.19,-0.11
1782855278.240885,1.52,1.14,-68.21,-0.19,0.26,9.77,0.08,0.37,0.15,-0.49,-0.34,-48.3,0.06,-0.08,9.8,0.11,-0.19,-0.13
1782855278.3149216,1.52,1.14,-68.22,-0.19,0.26,9.77,0.08,0.38,0.12,-0.49,-0.34,-48.3,0.05,-0.08,9.8,0.12,-0.19,-0.16
1782855278.3890028,1.52,1.14,-68.22,-0.19,0.26,9.76,0.09,0.39,0.12,-0.49,-0.34,-48.3,0.06,-0.08,9.8,0.1,-0.19,-0.11
1782855278.463421,1.52,1.14,-68.23,-0.19,0.26,9.77,0.09,0.36,0.13,-0.49,-0.34,-48.3,0.05,-0.08,9.79,0.09,-0.2,-0.14
1782855278.5372963,1.52,1.14,-68.23,-0.19,0.26,9.76,0.09,0.39,0.13,-0.49,-0.34,-48.3,0.05,-0.08,9.8,0.09,-0.16,-0.07
1782855278.611241,1.52,1.14,-68.24,-0.19,0.26,9.77,0.07,0.39,0.11,-0.49,-0.34,-48.3,0.06,-0.08,9.8,0.1,-0.18,-0.14
1782855278.6852305,1.52,1.14,-68.24,-0.19,0.25,9.77,0.11,0.35,0.13,-0.49,-0.34,-48.3,0.05,-0.08,9.8,0.09,-0.18,-0.14
1782855278.7588487,1.52,1.14,-68.25,-0.18,0.26,9.77,0.09,0.37,0.14,-0.49,-0.34,-48.31,0.06,-0.08,9.8,0.11,-0.17,-0.11
1782855278.8328547,1.52,1.14,-68.25,-0.19,0.26,9.77,0.08,0.38,0.13,-0.49,-0.34,-48.31,0.06,-0.07,9.79,0.1,-0.17,-0.1
1782855278.907424,1.52,1.14,-68.26,-0.19,0.26,9.77,0.06,0.35,0.15,-0.49,-0.34,-48.31,0.05,-0.08,9.79,0.09,-0.19,-0.12
1782855278.981212,1.52,1.15,-68.26,-0.19,0.26,9.77,0.07,0.38,0.11,-0.49,-0.34,-48.31,0.06,-0.07,9.79,0.11,-0.19,-0.11
1782855279.0548697,1.52,1.15,-68.27,-0.19,0.26,9.77,0.08,0.37,0.13,-0.49,-0.34,-48.31,0.05,-0.07,9.8,0.1,-0.16,-0.12
1782855279.1290064,1.52,1.15,-68.27,-0.19,0.26,9.77,0.06,0.36,0.13,-0.49,-0.34,-48.31,0.06,-0.07,9.79,0.11,-0.2,-0.12
1782855279.2034273,1.52,1.15,-68.28,-0.2,0.26,9.77,0.08,0.37,0.12,-0.49,-0.34,-48.31,0.06,-0.08,9.8,0.07,-0.17,-0.09
1782855279.2775462,1.52,1.15,-68.28,-0.19,0.25,9.77,0.08,0.38,0.11,-0.49,-0.34,-48.31,0.06,-0.07,9.79,0.09,-0.19,-0.13
1782855279.3510299,1.52,1.15,-68.29,-0.19,0.26,9.77,0.09,0.36,0.16,-0.49,-0.34,-48.31,0.06,-0.09,9.8,0.11,-0.21,-0.11
1782855279.4252331,1.52,1.15,-68.29,-0.18,0.26,9.76,0.06,0.37,0.15,-0.49,-0.34,-48.32,0.06,-0.07,9.8,0.11,-0.18,-0.16
1782855279.4989004,1.52,1.15,-68.3,-0.18,0.26,9.77,0.06,0.36,0.14,-0.49,-0.34,-48.32,0.06,-0.08,9.79,0.12,-0.19,-0.1
1782855279.5728948,1.52,1.15,-68.3,-0.19,0.26,9.77,0.06,0.39,0.11,-0.49,-0.34,-48.32,0.05,-0.08,9.79,0.06,-0.18,-0.12
1782855279.646951,1.52,1.14,-68.31,-0.19,0.26,9.77,0.07,0.38,0.12,-0.49,-0.34,-48.32,0.05,-0.07,9.8,0.09,-0.18,-0.12
1782855279.7209692,1.52,1.14,-68.32,-0.19,0.26,9.77,0.08,0.37,0.14,-0.49,-0.34,-48.32,0.05,-0.08,9.8,0.08,-0.18,-0.15
1782855279.794911,1.52,1.14,-68.32,-0.19,0.26,9.78,0.07,0.36,0.12,-0.49,-0.34,-48.32,0.06,-0.08,9.8,0.08,-0.18,-0.11
1782855279.8692603,1.52,1.14,-68.33,-0.18,0.26,9.77,0.1,0.38,0.12,-0.49,-0.34,-48.32,0.06,-0.08,9.79,0.13,-0.17,-0.09
1782855279.9429185,1.52,1.15,-68.33,-0.19,0.25,9.76,0.1,0.37,0.14,-0.49,-0.34,-48.32,0.05,-0.08,9.79,0.07,-0.18,-0.13
1782855280.0168698,1.52,1.14,-68.34,-0.19,0.27,9.77,0.07,0.33,0.12,-0.49,-0.34,-48.33,0.06,-0.08,9.79,0.1,-0.18,-0.09
1782855280.0915935,1.52,1.14,-68.34,-0.2,0.25,9.77,0.04,0.38,0.16,-0.49,-0.34,-48.33,0.05,-0.08,9.8,0.09,-0.17,-0.11
1782855280.1649277,1.52,1.14,-68.35,-0.18,0.26,9.77,0.08,0.35,0.16,-0.49,-0.34,-48.33,0.05,-0.08,9.79,0.09,-0.2,-0.13
1782855280.2392473,1.52,1.14,-68.35,-0.19,0.26,9.77,0.08,0.36,0.15,-0.49,-0.34,-48.33,0.05,-0.08,9.8,0.06,-0.2,-0.11
1782855280.3133216,1.52,1.14,-68.35,-0.19,0.26,9.77,0.06,0.39,0.16,-0.49,-0.34,-48.33,0.06,-0.08,9.8,0.08,-0.18,-0.07
1782855280.3874016,1.52,1.14,-68.36,-0.19,0.26,9.77,0.09,0.36,0.13,-0.49,-0.34,-48.33,0.05,-0.08,9.79,0.05,-0.19,-0.12
1782855280.4610322,1.52,1.14,-68.37,-0.19,0.26,9.77,0.06,0.36,0.13,-0.49,-0.34,-48.33,0.05,-0.08,9.79,0.09,-0.17,-0.12
1782855280.5352378,1.52,1.14,-68.37,-0.19,0.26,9.77,0.08,0.36,0.14,-0.49,-0.34,-48.33,0.05,-0.08,9.79,0.08,-0.18,-0.13
1782855280.6093724,1.52,1.14,-68.38,-0.19,0.25,9.77,0.1,0.36,0.1,-0.49,-0.34,-48.33,0.05,-0.08,9.79,0.08,-0.18,-0.11
1782855280.682895,1.52,1.14,-68.38,-0.19,0.26,9.77,0.08,0.37,0.11,-0.49,-0.34,-48.33,0.06,-0.07,9.8,0.07,-0.21,-0.11
1782855280.7568722,1.52,1.14,-68.39,-0.18,0.26,9.77,0.11,0.37,0.13,-0.49,-0.34,-48.33,0.05,-0.08,9.79,0.11,-0.2,-0.09
1782855280.8314521,1.52,1.14,-68.39,-0.19,0.26,9.77,0.1,0.38,0.15,-0.49,-0.34,-48.33,0.06,-0.08,9.8,0.08,-0.18,-0.1
1782855280.9054484,1.52,1.15,-68.4,-0.19,0.26,9.76,0.07,0.36,0.13,-0.49,-0.34,-48.34,0.05,-0.08,9.8,0.04,-0.15,-0.13
1782855280.9789972,1.52,1.14,-68.4,-0.19,0.26,9.77,0.06,0.34,0.15,-0.49,-0.34,-48.34,0.05,-0.07,9.79,0.09,-0.17,-0.11
1782855281.0533366,1.52,1.14,-68.41,-0.19,0.27,9.77,0.08,0.36,0.12,-0.49,-0.34,-48.34,0.05,-0.08,9.79,0.09,-0.18,-0.12
1782855281.1272364,1.52,1.14,-68.41,-0.19,0.26,9.78,0.08,0.38,0.09,-0.49,-0.34,-48.34,0.05,-0.08,9.79,0.1,-0.18,-0.11
1782855281.2010062,1.52,1.15,-68.42,-0.19,0.26,9.77,0.07,0.36,0.15,-0.49,-0.34,-48.34,0.05,-0.08,9.79,0.1,-0.18,-0.11
1782855281.2753232,1.52,1.15,-68.43,-0.19,0.26,9.77,0.07,0.34,0.12,-0.49,-0.34,-48.34,0.05,-0.08,9.8,0.08,-0.18,-0.15
1782855281.3492076,1.52,1.14,-68.43,-0.19,0.26,9.77,0.07,0.33,0.13,-0.49,-0.34,-48.34,0.05,-0.07,9.8,0.09,-0.2,-0.08
1782855281.423266,1.52,1.14,-68.44,-0.19,0.26,9.77,0.08,0.39,0.13,-0.49,-0.34,-48.34,0.05,-0.07,9.8,0.1,-0.2,-0.14
1782855281.4968872,1.52,1.14,-68.44,-0.2,0.27,9.77,0.1,0.35,0.13,-0.49,-0.35,-48.34,0.06,-0.08,9.8,0.13,-0.18,-0.1
1782855281.5711293,1.52,1.14,-68.45,-0.19,0.26,9.77,0.07,0.37,0.12,-0.49,-0.35,-48.34,0.06,-0.07,9.8,0.11,-0.19,-0.13
1782855281.6452389,1.52,1.14,-68.45,-0.19,0.26,9.77,0.05,0.39,0.1,-0.49,-0.35,-48.34,0.05,-0.08,9.8,0.1,-0.18,-0.12
1782855281.7202601,1.52,1.14,-68.46,-0.19,0.26,9.77,0.07,0.35,0.13,-0.49,-0.35,-48.34,0.05,-0.08,9.8,0.1,-0.15,-0.15
1782855281.7928903,1.52,1.14,-68.46,-0.19,0.26,9.78,0.07,0.34,0.14,-0.49,-0.35,-48.35,0.05,-0.08,9.8,0.1,-0.22,-0.1
1782855281.8668993,1.52,1.14,-68.47,-0.19,0.27,9.77,0.08,0.37,0.12,-0.49,-0.35,-48.35,0.05,-0.08,9.79,0.11,-0.18,-0.1
1782855281.9411469,1.52,1.14,-68.47,-0.18,0.27,9.77,0.08,0.37,0.13,-0.49,-0.35,-48.35,0.06,-0.07,9.8,0.08,-0.17,-0.14
1782855282.0149133,1.52,1.14,-68.48,-0.19,0.25,9.77,0.08,0.36,0.13,-0.49,-0.35,-48.35,0.06,-0.07,9.8,0.07,-0.2,-0.11
1782855282.089248,1.52,1.14,-68.48,-0.19,0.26,9.76,0.09,0.35,0.11,-0.49,-0.35,-48.35,0.06,-0.08,9.8,0.11,-0.22,-0.08
1782855282.163457,1.52,1.14,-68.49,-0.19,0.26,9.77,0.07,0.35,0.13,-0.49,-0.35,-48.35,0.06,-0.08,9.8,0.08,-0.19,-0.11
1782855282.236983,1.52,1.14,-68.49,-0.19,0.25,9.77,0.07,0.39,0.13,-0.49,-0.35,-48.35,0.05,-0.08,9.8,0.1,-0.18,-0.07
1782855282.311231,1.52,1.14,-68.5,-0.19,0.26,9.77,0.07,0.37,0.13,-0.49,-0.35,-48.35,0.05,-0.08,9.8,0.1,-0.17,-0.1
1782855282.3849273,1.52,1.14,-68.5,-0.18,0.26,9.77,0.08,0.35,0.15,-0.5,-0.35,-48.35,0.05,-0.07,9.79,0.11,-0.17,-0.14
1782855282.4589865,1.52,1.14,-68.51,-0.18,0.26,9.78,0.05,0.38,0.13,-0.5,-0.35,-48.36,0.06,-0.08,9.79,0.11,-0.18,-0.16
1782855282.5333385,1.52,1.14,-68.51,-0.19,0.26,9.76,0.08,0.34,0.16,-0.49,-0.35,-48.36,0.05,-0.08,9.79,0.13,-0.15,-0.13
1782855282.6074255,1.52,1.14,-68.52,-0.19,0.26,9.77,0.06,0.38,0.13,-0.49,-0.35,-48.36,0.05,-0.08,9.8,0.08,-0.19,-0.1
1782855282.6812222,1.52,1.14,-68.52,-0.19,0.26,9.76,0.09,0.38,0.13,-0.49,-0.35,-48.36,0.05,-0.08,9.79,0.12,-0.18,-0.12
1782855282.7549777,1.52,1.14,-68.53,-0.19,0.26,9.77,0.06,0.38,0.15,-0.49,-0.35,-48.36,0.06,-0.08,9.79,0.08,-0.17,-0.13
1782855282.8289142,1.52,1.14,-68.53,-0.19,0.26,9.77,0.09,0.38,0.14,-0.49,-0.35,-48.36,0.06,-0.07,9.79,0.1,-0.17,-0.12
1782855282.9033508,1.52,1.14,-68.54,-0.18,0.26,9.78,0.08,0.37,0.09,-0.49,-0.35,-48.36,0.06,-0.08,9.79,0.09,-0.21,-0.12
1782855282.9772825,1.52,1.14,-68.55,-0.19,0.26,9.77,0.07,0.35,0.13,-0.49,-0.35,-48.36,0.05,-0.08,9.81,0.08,-0.15,-0.12
1782855283.0509846,1.52,1.14,-68.55,-0.19,0.26,9.78,0.05,0.4,0.15,-0.49,-0.35,-48.36,0.06,-0.08,9.79,0.11,-0.18,-0.15
1782855283.125392,1.52,1.14,-68.56,-0.19,0.26,9.77,0.07,0.39,0.14,-0.49,-0.35,-48.37,0.05,-0.08,9.79,0.11,-0.18,-0.11
1782855283.1989996,1.52,1.14,-68.56,-0.18,0.26,9.77,0.06,0.35,0.13,-0.49,-0.35,-48.37,0.05,-0.08,9.81,0.06,-0.18,-0.13
1782855283.273392,1.52,1.14,-68.57,-0.19,0.26,9.77,0.07,0.38,0.1,-0.49,-0.35,-48.37,0.06,-0.08,9.79,0.09,-0.18,-0.15
1782855283.3472333,1.52,1.14,-68.57,-0.18,0.26,9.77,0.1,0.38,0.16,-0.49,-0.35,-48.37,0.05,-0.08,9.79,0.09,-0.16,-0.12
1782855283.4214482,1.52,1.14,-68.58,-0.19,0.25,9.77,0.04,0.37,0.13,-0.49,-0.35,-48.37,0.06,-0.08,9.8,0.07,-0.19,-0.12
1782855283.4951448,1.52,1.14,-68.58,-0.19,0.26,9.76,0.07,0.36,0.13,-0.49,-0.35,-48.37,0.05,-0.08,9.79,0.08,-0.21,-0.14
1782855283.5689173,1.52,1.14,-68.59,-0.19,0.26,9.77,0.09,0.4,0.13,-0.49,-0.35,-48.38,0.06,-0.08,9.8,0.1,-0.18,-0.11
1782855283.643781,1.52,1.14,-68.59,-0.19,0.27,9.78,0.08,0.37,0.13,-0.49,-0.35,-48.38,0.06,-0.08,9.8,0.11,-0.17,-0.14
1782855283.7174847,1.52,1.14,-68.6,-0.19,0.26,9.76,0.08,0.37,0.13,-0.49,-0.35,-48.38,0.06,-0.07,9.8,0.09,-0.2,-0.11
1782855283.790868,1.52,1.14,-68.6,-0.19,0.25,9.78,0.1,0.34,0.12,-0.49,-0.34,-48.38,0.06,-0.08,9.8,0.09,-0.18,-0.11
1782855283.8649998,1.52,1.14,-68.61,-0.19,0.26,9.77,0.05,0.36,0.12,-0.49,-0.34,-48.38,0.06,-0.08,9.8,0.12,-0.16,-0.13
1782855283.939541,1.52,1.14,-68.61,-0.19,0.26,9.77,0.06,0.37,0.14,-0.49,-0.34,-48.38,0.07,-0.08,9.79,0.1,-0.17,-0.14
1782855284.0132403,1.52,1.14,-68.62,-0.19,0.26,9.77,0.11,0.36,0.14,-0.49,-0.34,-48.38,0.05,-0.07,9.8,0.09,-0.18,-0.13
1782855284.0869093,1.52,1.14,-68.62,-0.19,0.26,9.77,0.06,0.36,0.14,-0.49,-0.34,-48.38,0.05,-0.08,9.79,0.06,-0.14,-0.11
1782855284.1609013,1.52,1.14,-68.63,-0.19,0.27,9.78,0.06,0.38,0.18,-0.49,-0.34,-48.38,0.06,-0.07,9.8,0.08,-0.17,-0.13
1782855284.2349453,1.52,1.14,-68.63,-0.19,0.26,9.78,0.07,0.36,0.14,-0.49,-0.34,-48.38,0.05,-0.08,9.8,0.1,-0.17,-0.1
1782855284.3089173,1.52,1.14,-68.64,-0.19,0.26,9.77,0.1,0.36,0.12,-0.49,-0.34,-48.39,0.05,-0.08,9.8,0.07,-0.17,-0.14
1782855284.382892,1.52,1.14,-68.65,-0.19,0.26,9.77,0.07,0.37,0.12,-0.49,-0.34,-48.39,0.06,-0.08,9.8,0.09,-0.18,-0.16
1782855284.4568958,1.52,1.13,-68.65,-0.19,0.26,9.77,0.07,0.35,0.13,-0.49,-0.34,-48.39,0.06,-0.08,9.78,0.09,-0.18,-0.12
1782855284.5309114,1.52,1.13,-68.66,-0.19,0.26,9.76,0.09,0.4,0.12,-0.49,-0.34,-48.39,0.05,-0.08,9.8,0.13,-0.18,-0.13
1782855284.6049016,1.52,1.13,-68.66,-0.19,0.26,9.77,0.07,0.35,0.15,-0.49,-0.34,-48.39,0.06,-0.08,9.79,0.11,-0.19,-0.11
1782855284.6789339,1.52,1.13,-68.67,-0.19,0.26,9.76,0.07,0.35,0.15,-0.49,-0.34,-48.39,0.06,-0.08,9.8,0.1,-0.2,-0.11
1782855284.7529247,1.52,1.13,-68.67,-0.19,0.26,9.77,0.07,0.36,0.1,-0.49,-0.34,-48.39,0.06,-0.08,9.8,0.08,-0.17,-0.11
